,trigger,word,pos,sess,sent_num,filename,len,freq,sess_id,prev_pos,next_pos,prev_freq,next_freq,prev_len,next_len,sent_ident
417,21,the,DET,sess_0,sent_20,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,7.77,session0_files0-11_triggers_processed.txt,VERB,ADJ,3.73,3.78,9.0,9.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_20
418,22,slightest,ADJ,sess_0,sent_20,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,9,3.78,session0_files0-11_triggers_processed.txt,DET,NOUN,7.77,4.75,3.0,7.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_20
419,23,concern,NOUN,sess_0,sent_20,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,7,4.75,session0_files0-11_triggers_processed.txt,ADJ,SENT_END,3.78,0.0,9.0,0.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_20
422,1,north,PROPN,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,5,5.33,session0_files0-11_triggers_processed.txt,SENT_START,PROPN,0.0,4.62,0.0,5.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
423,2,korea,PROPN,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,5,4.62,session0_files0-11_triggers_processed.txt,PROPN,PROPN,5.33,4.54,5.0,3.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
424,3,kim,PROPN,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,4.54,session0_files0-11_triggers_processed.txt,PROPN,PROPN,4.62,3.6,5.0,4.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
425,4,jong,PROPN,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,4,3.6,session0_files0-11_triggers_processed.txt,PROPN,PROPN,4.54,4.75,3.0,3.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
426,5,ill,PROPN,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,4.75,session0_files0-11_triggers_processed.txt,PROPN,ADV,3.6,6.2,4.0,4.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
427,6,also,ADV,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,4,6.2,session0_files0-11_triggers_processed.txt,PROPN,VERB,4.75,6.37,3.0,3.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
428,7,has,VERB,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,6.37,session0_files0-11_triggers_processed.txt,ADV,DET,6.2,7.77,4.0,3.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
429,8,the,DET,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,7.77,session0_files0-11_triggers_processed.txt,VERB,NOUN,6.37,4.58,3.0,4.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
430,9,bomb,NOUN,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,4,4.58,session0_files0-11_triggers_processed.txt,DET,ADP,7.77,6.69,3.0,2.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
431,10,at,ADP,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,2,6.69,session0_files0-11_triggers_processed.txt,NOUN,DET,4.58,7.77,4.0,3.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
432,11,the,DET,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,7.77,session0_files0-11_triggers_processed.txt,ADP,NOUN,6.69,5.52,2.0,3.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
433,12,top,NOUN,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,5.52,session0_files0-11_triggers_processed.txt,DET,ADP,7.77,7.45,3.0,2.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
434,13,of,ADP,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,2,7.45,session0_files0-11_triggers_processed.txt,NOUN,PRON,5.52,6.52,3.0,3.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
435,14,his,PRON,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,6.52,session0_files0-11_triggers_processed.txt,ADP,NOUN,7.45,5.29,2.0,4.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
436,15,list,NOUN,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,4,5.29,session0_files0-11_triggers_processed.txt,PRON,CCONJ,6.52,7.41,3.0,3.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
437,16,and,CCONJ,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,7.41,session0_files0-11_triggers_processed.txt,NOUN,PROPN,5.29,4.49,4.0,5.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
438,17,santa,PROPN,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,5,4.49,session0_files0-11_triggers_processed.txt,CCONJ,VERB,7.41,5.21,3.0,5.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
439,18,seems,VERB,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,5,5.21,session0_files0-11_triggers_processed.txt,PROPN,PART,4.49,7.44,5.0,2.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
440,19,to,PART,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,2,7.44,session0_files0-11_triggers_processed.txt,VERB,AUX,5.21,6.7,5.0,4.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
441,20,have,AUX,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,4,6.7,session0_files0-11_triggers_processed.txt,PART,ADV,7.44,5.58,2.0,7.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
442,21,already,ADV,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,7,5.58,session0_files0-11_triggers_processed.txt,AUX,VERB,6.7,5.78,4.0,4.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
443,22,come,VERB,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,4,5.78,session0_files0-11_triggers_processed.txt,ADV,DET,5.58,7.36,7.0,1.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
444,23,a,DET,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,1,7.36,session0_files0-11_triggers_processed.txt,VERB,ADJ,5.78,5.57,4.0,3.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
445,24,few,ADJ,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,5.57,session0_files0-11_triggers_processed.txt,DET,NOUN,7.36,5.96,1.0,5.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
446,25,years,NOUN,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,5,5.96,session0_files0-11_triggers_processed.txt,ADJ,ADV,5.57,5.37,3.0,3.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
447,26,ago,ADV,sess_0,sent_21,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,5.37,session0_files0-11_triggers_processed.txt,NOUN,SENT_END,5.96,0.0,5.0,0.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_21
452,1,it,PRON,sess_0,sent_22,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,2,6.96,session0_files0-11_triggers_processed.txt,SENT_START,AUX,0.0,7.06,0.0,2.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_22
453,2,is,AUX,sess_0,sent_22,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,2,7.06,session0_files0-11_triggers_processed.txt,PRON,VERB,6.96,3.3,2.0,7.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_22
454,3,rumored,VERB,sess_0,sent_22,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,7,3.3,session0_files0-11_triggers_processed.txt,AUX,SCONJ,7.06,7.02,2.0,4.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_22
455,4,that,SCONJ,sess_0,sent_22,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,4,7.02,session0_files0-11_triggers_processed.txt,VERB,PROPN,3.3,5.33,7.0,5.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_22
456,5,north,PROPN,sess_0,sent_22,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,5,5.33,session0_files0-11_triggers_processed.txt,SCONJ,PROPN,7.02,4.62,4.0,5.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_22
457,6,korea,PROPN,sess_0,sent_22,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,5,4.62,session0_files0-11_triggers_processed.txt,PROPN,VERB,5.33,6.37,5.0,3.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_22
458,7,has,VERB,sess_0,sent_22,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,6.37,session0_files0-11_triggers_processed.txt,PROPN,ADV,4.62,6.69,5.0,2.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_22
459,8,at,ADV,sess_0,sent_22,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,2,6.69,session0_files0-11_triggers_processed.txt,VERB,ADV,6.37,5.43,3.0,5.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_22
460,9,least,ADV,sess_0,sent_22,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,5,5.43,session0_files0-11_triggers_processed.txt,ADV,DET,6.69,7.36,2.0,1.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_22
461,10,a,DET,sess_0,sent_22,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,1,7.36,session0_files0-11_triggers_processed.txt,ADV,NOUN,5.43,5.14,5.0,6.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_22
462,11,couple,NOUN,sess_0,sent_22,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,6,5.14,session0_files0-11_triggers_processed.txt,DET,ADJ,7.36,4.77,1.0,7.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_22
463,12,nuclear,ADJ,sess_0,sent_22,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,7,4.77,session0_files0-11_triggers_processed.txt,NOUN,NOUN,5.14,4.78,6.0,7.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_22
464,13,weapons,NOUN,sess_0,sent_22,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,7,4.78,session0_files0-11_triggers_processed.txt,ADJ,SENT_END,4.77,0.0,7.0,0.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_22
467,1,but,CCONJ,sess_0,sent_23,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,6.62,session0_files0-11_triggers_processed.txt,SENT_START,VERB,0.0,5.52,0.0,7.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_23
468,2,getting,VERB,sess_0,sent_23,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,7,5.52,session0_files0-11_triggers_processed.txt,CCONJ,SCONJ,6.62,5.34,3.0,4.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_23
469,3,past,SCONJ,sess_0,sent_23,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,4,5.34,session0_files0-11_triggers_processed.txt,VERB,PRON,5.52,6.35,7.0,3.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_23
470,4,who,PRON,sess_0,sent_23,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,6.35,session0_files0-11_triggers_processed.txt,SCONJ,AUX,5.34,6.02,4.0,6.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_23
471,5,should,AUX,sess_0,sent_23,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,6,6.02,session0_files0-11_triggers_processed.txt,PRON,VERB,6.35,6.26,3.0,3.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_23
472,6,get,VERB,sess_0,sent_23,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,6.26,session0_files0-11_triggers_processed.txt,AUX,PRON,6.02,6.19,6.0,4.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_23
473,7,them,PRON,sess_0,sent_23,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,4,6.19,session0_files0-11_triggers_processed.txt,VERB,AUX,6.26,7.06,3.0,2.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_23
474,8,is,AUX,sess_0,sent_23,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,2,7.06,session0_files0-11_triggers_processed.txt,PRON,PRON,6.19,6.35,4.0,3.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_23
475,9,who,PRON,sess_0,sent_23,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,6.35,session0_files0-11_triggers_processed.txt,AUX,VERB,7.06,6.37,2.0,3.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_23
476,10,has,VERB,sess_0,sent_23,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,6.37,session0_files0-11_triggers_processed.txt,PRON,PRON,6.35,6.19,3.0,4.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_23
477,11,them,PRON,sess_0,sent_23,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,4,6.19,session0_files0-11_triggers_processed.txt,VERB,CCONJ,6.37,7.41,3.0,3.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_23
478,12,and,CCONJ,sess_0,sent_23,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,7.41,session0_files0-11_triggers_processed.txt,PRON,PRON,6.19,6.35,4.0,3.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_23
479,13,who,PRON,sess_0,sent_23,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,6.35,session0_files0-11_triggers_processed.txt,CCONJ,AUX,7.41,7.06,3.0,2.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_23
480,14,is,AUX,sess_0,sent_23,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,2,7.06,session0_files0-11_triggers_processed.txt,PRON,ADV,6.35,5.93,3.0,6.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_23
481,15,really,ADV,sess_0,sent_23,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,6,5.93,session0_files0-11_triggers_processed.txt,AUX,ADJ,7.06,5.37,2.0,5.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_23
482,16,close,ADJ,sess_0,sent_23,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,5,5.37,session0_files0-11_triggers_processed.txt,ADV,SENT_END,5.93,0.0,6.0,0.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_23
485,1,the,DET,sess_0,sent_24,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,7.77,session0_files0-11_triggers_processed.txt,SENT_START,NOUN,0.0,5.6,0.0,4.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_24
486,2,case,NOUN,sess_0,sent_24,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,4,5.6,session0_files0-11_triggers_processed.txt,DET,ADP,7.77,5.7,3.0,7.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_24
487,3,against,ADP,sess_0,sent_24,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,7,5.7,session0_files0-11_triggers_processed.txt,NOUN,PROPN,5.6,4.66,4.0,4.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_24
488,4,iran,PROPN,sess_0,sent_24,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,4,4.66,session0_files0-11_triggers_processed.txt,ADP,VERB,5.7,6.37,7.0,3.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_24
489,5,has,VERB,sess_0,sent_24,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,6.37,session0_files0-11_triggers_processed.txt,PROPN,DET,4.66,7.36,4.0,1.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_24
490,6,a,DET,sess_0,sent_24,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,1,7.36,session0_files0-11_triggers_processed.txt,VERB,NOUN,6.37,5.11,3.0,7.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_24
491,7,feeling,NOUN,sess_0,sent_24,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,7,5.11,session0_files0-11_triggers_processed.txt,DET,ADP,7.36,7.45,1.0,2.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_24
492,8,of,ADP,sess_0,sent_24,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,2,7.45,session0_files0-11_triggers_processed.txt,NOUN,X,5.11,2.97,7.0,4.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_24
493,9,deja,X,sess_0,sent_24,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,4,2.97,session0_files0-11_triggers_processed.txt,ADP,X,7.45,3.41,2.0,2.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_24
494,10,vu,X,sess_0,sent_24,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,2,3.41,session0_files0-11_triggers_processed.txt,X,SENT_END,2.97,0.0,4.0,0.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_24
497,1,arial,ADJ,sess_0,sent_25,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,5,2.38,session0_files0-11_triggers_processed.txt,SENT_START,NOUN,0.0,4.75,0.0,6.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_25
498,2,photos,NOUN,sess_0,sent_25,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,6,4.75,session0_files0-11_triggers_processed.txt,ADJ,ADP,2.38,7.45,5.0,2.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_25
499,3,of,ADP,sess_0,sent_25,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,2,7.45,session0_files0-11_triggers_processed.txt,NOUN,DET,4.75,7.77,6.0,3.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_25
500,4,the,DET,sess_0,sent_25,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,7.77,session0_files0-11_triggers_processed.txt,ADP,NOUN,7.45,4.37,2.0,3.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_25
501,5,lab,NOUN,sess_0,sent_25,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,3,4.37,session0_files0-11_triggers_processed.txt,DET,VERB,7.77,6.37,3.0,4.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_25
502,6,were,VERB,sess_0,sent_25,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,4,6.37,session0_files0-11_triggers_processed.txt,NOUN,NOUN,4.37,3.86,3.0,7.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_25
503,7,uranium,NOUN,sess_0,sent_25,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,7,3.86,session0_files0-11_triggers_processed.txt,VERB,AUX,6.37,7.06,4.0,2.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_25
504,8,is,AUX,sess_0,sent_25,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,2,7.06,session0_files0-11_triggers_processed.txt,NOUN,AUX,3.86,5.94,7.0,5.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_25
505,9,being,AUX,sess_0,sent_25,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,5,5.94,session0_files0-11_triggers_processed.txt,AUX,VERB,7.06,3.54,2.0,8.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_25
506,10,enriched,VERB,sess_0,sent_25,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,8,3.54,session0_files0-11_triggers_processed.txt,AUX,ADV,5.94,4.56,5.0,8.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_25
507,11,somewhat,ADV,sess_0,sent_25,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,8,4.56,session0_files0-11_triggers_processed.txt,VERB,ADP,3.54,6.39,8.0,4.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_25
508,12,like,ADP,sess_0,sent_25,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,4,6.39,session0_files0-11_triggers_processed.txt,ADV,PRON,4.56,5.91,8.0,5.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_25
509,13,those,PRON,sess_0,sent_25,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,5,5.91,session0_files0-11_triggers_processed.txt,ADP,ADP,6.39,7.45,4.0,2.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_25
510,14,of,ADP,sess_0,sent_25,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,2,7.45,session0_files0-11_triggers_processed.txt,PRON,ADJ,5.91,4.65,5.0,8.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_25
511,15,chemical,ADJ,sess_0,sent_25,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,8,4.65,session0_files0-11_triggers_processed.txt,ADP,NOUN,7.45,4.78,2.0,7.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_25
512,16,weapons,NOUN,sess_0,sent_25,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,7,4.78,session0_files0-11_triggers_processed.txt,ADJ,NOUN,4.65,2.76,8.0,10.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_25
513,17,stockpiles,NOUN,sess_0,sent_25,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,10,2.76,session0_files0-11_triggers_processed.txt,NOUN,ADP,4.78,7.29,7.0,2.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_25
514,18,in,ADP,sess_0,sent_25,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,2,7.29,session0_files0-11_triggers_processed.txt,NOUN,PROPN,2.76,4.54,10.0,4.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_25
515,19,iraq,PROPN,sess_0,sent_25,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,4,4.54,session0_files0-11_triggers_processed.txt,ADP,SENT_END,7.29,0.0,2.0,0.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_25
518,1,america,PROPN,sess_0,sent_26,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,7,5.17,session0_files0-11_triggers_processed.txt,SENT_START,VERB,0.0,4.23,0.0,5.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_26
519,2,cried,VERB,sess_0,sent_26,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,5,4.23,session0_files0-11_triggers_processed.txt,PROPN,NOUN,5.17,4.35,7.0,4.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_26
520,3,wolf,NOUN,sess_0,sent_26,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt,4,4.35,session0_files0-11_triggers_processed.txt,VERB,ADP,4.23,7.29,5.0,2.0,sess_0_weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207.txt_sent_26
